City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
329,San Rafael,AR,53.37,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
330,Hit,IQ,68.4,broken clouds,33.6416,42.8251,صالون زيرو
331,Iracoubo,GF,74.39,overcast clouds,5.4802,-53.2011,Le Gite D Iracoubo
332,Oudtshoorn,ZA,51.8,clear sky,-33.5907,22.2014,Earthbound Guest House
336,Saint-Georges,GD,80.6,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
337,Acarau,BR,77.9,broken clouds,-2.8856,-40.12,castelo pizzaria
339,Santa Fe,AR,66.99,light rain,-31.6333,-60.7,Conquistador Hotel
340,Palmerston,AU,87.01,few clouds,-12.485999999999999,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
342,San Quintin,MX,58.6,scattered clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
347,Nabire,ID,83.26,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
350,Cangzhou,CN,74.23,broken clouds,38.3167,116.8667,Jinji Express Hotel
352,Reconquista,AR,78.48,broken clouds,-29.15,-59.65,Grand Hotel
354,Rabo De Peixe,PT,59.0,broken clouds,37.8,-25.5833,Quinta das Giestas
356,Kingman,US,61.0,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
357,Arona,ES,66.2,few clouds,28.0996,-16.680999999999997,Paradise Court
358,Ciudad Bolivar,VE,79.11,overcast clouds,8.1222,-63.5497,Hotel Edi
359,Inongo,CD,72.03,overcast clouds,-1.95,18.2667,Hotel Du Lac
360,Nouadhibou,MR,64.4,clear sky,20.930999999999997,-17.0347,El Medina
362,Hobyo,SO,84.76,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
363,Erbach,DE,50.0,light rain,49.6561,8.9964,City Hotel Mark Michelstadt
364,Sidi Ali,DZ,57.56,overcast clouds,36.0998,0.4206,الغابة الترفيهية بورحمة
365,Pouebo,NC,77.67,very heavy rain,-20.4,164.5667,Rural Family Home De Pouébo
367,Alta Floresta,BR,70.57,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
369,Cockburn Town,TC,75.22,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
371,Noumea,NC,75.2,mist,-22.2763,166.4572,Hôtel Le Lagon
372,Trelew,AR,53.44,scattered clouds,-43.248999999999995,-65.3051,Hotel Touring Club
373,Gigmoto,PH,82.71,overcast clouds,13.7796,124.39,Cj's Travellers Inn
375,Arraial Do Cabo,BR,74.21,clear sky,-22.9661,-42.0278,Pousada Porto Praia
377,Ewa Beach,US,75.2,clear sky,21.3156,-158.0072,Uncle Junior Robert
378,Umm Lajj,SA,74.61,clear sky,25.0213,37.2685,Moon light Furnished Units
380,Cidreira,BR,73.38,overcast clouds,-30.1811,-50.2056,Hotel Castelo
381,Port Hueneme,US,57.2,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
384,Carupano,VE,75.96,broken clouds,10.6678,-63.2585,Hotel La dorada
385,Baghdad,IQ,68.0,clear sky,33.3406,44.4009,Baghdad Hotel
387,Rusape,ZW,55.9,clear sky,-18.5278,32.1284,Surrey Lodge
388,Tam Ky,VN,82.4,scattered clouds,15.5667,108.4833,Khách Sạn Đông Á
389,Ambilobe,MG,76.8,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
390,Pauini,BR,73.24,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
392,Mount Gambier,AU,55.4,broken clouds,-37.8333,140.7667,Commodore on the Park
393,Alice Springs,AU,84.99,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
394,Chicama,PE,71.64,broken clouds,-7.8447,-79.1469,Hospedaje Punta Cana PERU
395,Abha,SA,66.2,clear sky,18.2164,42.5053,Abha Hotel
397,Bunia,CD,67.3,overcast clouds,1.5667,30.25,Gold Star International Hotel
399,Kindu,CD,70.7,overcast clouds,-2.95,25.95,Résidence Okanda
401,San Antonio,US,79.0,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
404,Kamina,CD,63.09,moderate rain,-8.7386,24.9906,Guest House Florvia
405,Ambulu,ID,86.61,few clouds,-8.345,113.6058,Hotel Ambulu Jember
407,Codrington,AU,53.78,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
410,Knysna,ZA,51.8,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
411,Key West,US,77.0,broken clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
412,Gweta,BW,63.09,clear sky,-20.1833,25.2333,Gweta Lodge
414,Taloqan,AF,65.98,overcast clouds,36.7361,69.5345,Saraisang street
415,Ko Samui,TH,89.6,scattered clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
416,Nelson Bay,AU,77.0,few clouds,-32.7167,152.15,Mantra Nelson Bay
421,Humaita,BR,72.48,moderate rain,-7.5061,-63.0208,Corrêa Hotel
423,Jishou,CN,54.77,overcast clouds,28.3167,109.7167,7Days Inn Jishou Railway Station
424,Camacha,PT,60.8,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
425,Constitucion,CL,52.03,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
426,Port Macquarie,AU,82.0,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
429,Xiaoweizhai,CN,52.39,overcast clouds,26.1903,107.5125,Karst Youth Hostel
430,Komsomolskiy,UZ,64.4,clear sky,40.4272,71.7189,Ikathouse
431,Goiatuba,BR,62.31,clear sky,-18.0125,-49.3547,Hotel Barrocos
432,Necochea,AR,57.99,clear sky,-38.5473,-58.7368,dyd -mar Hotel
433,Pinchote,CO,61.61,broken clouds,6.5325,-73.1723,Hotel Monchuelo Spa San Gil
434,Matara,LK,86.07,clear sky,5.9485,80.5353,Amaloh Boutique Resort
435,Tautira,PF,84.2,scattered clouds,-17.7333,-149.15,Pension Oaoa
436,Dunedin,NZ,57.99,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
437,Nishihara,JP,77.0,scattered clouds,26.1842,127.7558,Minshuku Agaihama
441,Makat,KZ,68.5,clear sky,47.6469,53.3463,Umit
443,Buala,SB,81.09,light rain,-8.145,159.5921,Maringe Lagoon Lodge
445,Lorengau,PG,78.62,light rain,-2.0226,147.2712,Lorengau Harbourside Hotel
447,San Rafael Del Sur,NI,78.8,scattered clouds,11.8485,-86.4384,Hospedaje El Chino
449,Bonthe,SL,79.14,broken clouds,7.5264,-12.505,Bonthe Holiday Village
450,Kazerun,IR,80.1,few clouds,29.6195,51.6541,آپارتمان بزرگ اویسا
451,Tabuk,PH,85.3,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
453,Narrabri,AU,75.2,broken clouds,-30.3167,149.7833,Crossroads Hotel
456,Kondoa,TZ,62.4,light rain,-4.9,35.7833,Kinyuma Lodge
457,Xuddur,SO,79.81,broken clouds,4.1213,43.8894,Banjanay Hotel
460,Fazalpur,PK,80.6,haze,32.1833,75.0667,Riaz Sweets Shop
461,Hami,CN,62.83,overcast clouds,42.8,93.45,Laoyutang Resort
462,Galle,LK,84.74,clear sky,6.0367,80.217,Amangalla
463,Camalu,MX,54.0,overcast clouds,30.85,-116.0667,La Cueva del Pirata
465,Tarrafal,CV,69.8,few clouds,15.2833,-23.7667,Hotel Ixola
466,Kintampo,GH,74.39,overcast clouds,8.0563,-1.7306,Adomaa Memorial Hotel
467,Zhangjiakou,CN,61.36,broken clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
468,Zaraza,VE,78.28,overcast clouds,9.3503,-65.3245,Hotel Zaraza
469,Sechura,PE,72.66,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
470,Dasoguz,TM,68.0,clear sky,41.8363,59.9666,Hotel Erik
471,Coquimbo,CL,55.4,clear sky,-29.9533,-71.3436,Punto de encuentro
472,Luanda,AO,75.2,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
474,Rockland,US,52.0,overcast clouds,41.1668,-74.0496,National Camp Association
475,Sri Aman,MY,87.8,scattered clouds,1.2376,111.4621,Seri Simanggang Hotel
477,Pisco,PE,66.99,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
478,Sao Joao Da Barra,BR,71.85,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
479,Shushtar,IR,84.36,few clouds,32.0455,48.8567,چاپ یاس کبود
482,Leeton,AU,64.99,overcast clouds,-34.5667,146.4,Historic Hydro Motor Inn
486,Amarante Do Maranhao,BR,71.15,overcast clouds,-5.5667,-46.7422,Hotéis Caçulinha
487,Bundaberg,AU,89.6,clear sky,-24.85,152.35,Takalvan Motel
488,Dicabisagan,PH,82.22,few clouds,17.0818,122.4157,Nancy Montanes Bernardo
489,Isla Vista,US,62.01,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
490,Matay,EG,54.37,clear sky,28.419,30.7792,Nag Aespen
491,Bodden Town,KY,78.01,scattered clouds,19.2833,-81.25,Will T Place
493,Bumba,CD,71.76,overcast clouds,2.1833,22.4667,Hôtel Cape Town
494,Muros,ES,54.0,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
495,Evanston,US,55.0,scattered clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
496,Puri,IN,80.6,haze,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
498,Zhanaozen,KZ,74.93,clear sky,43.3,52.8,K.korabay 28A
502,Padang,ID,89.6,few clouds,-0.9492,100.3543,Mercure Padang
503,Cayhagan,PH,84.45,broken clouds,9.6697,122.4256,Melrose Beach Resort
506,Ponta Delgada,PT,59.0,broken clouds,37.7333,-25.6667,Vila Nova Hotel
507,San Policarpo,PH,83.43,broken clouds,12.1791,125.5072,JM Lodge
511,Chiredzi,ZW,64.9,clear sky,-21.05,31.6667,The Nesbitt Arms
514,Byron Bay,AU,86.0,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
517,Vaitape,PF,82.38,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
